序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,capacity,shelter_name,shelter_address,risk_level,river_buffer_m,river_distance_category,river_risk_level,longitude,latitude,geometry_wkt,geometry,shelter_id,name,geometry_500m_buffer,mean_elevation,max_slope,terrain_risk,risk_level_old
3076,花蓮縣花蓮市,國裕里,裕祥路89號,121.5991,23.9979,自強國中,國裕、國富里,330,"水災,震災,土石流,海嘯",鄭程議,03-8579338,是,否,是,330,自強國中,裕祥路89號,低風險,2000.0,1000-2000m,低風險,121.5991,23.9979,POINT (121.5991 23.9979),POINT (310955.1299802924 2654920.168062265),SH3076,自強國中,"POLYGON ((311455.1299804578 2654920.1679820837, 311452.7223437939 2654871.159411919, 311445.5226206594 2654822.622821076, 311433.60014832387 2654775.0256434567, 311417.0697467134 2654728.8262659013, 311396.09061263193 2654684.469613671, 311370.864786609 2654642.3828655737, 311341.63520713913 2654602.971340002, 311308.68337105104 2654566.6145914905, 311272.3266225396 2654533.6627554023, 311232.9150969676 2654504.4331759326, 311190.8283488708 2654479.2073499095, 311146.4716966403 2654458.228215828, 311100.272319085 2654441.697814218, 311052.67514146585 2654429.775341882, 311004.13855062256 2654422.5756187476, 310955.1299804578 2654420.1679820837, 310906.121410293 2654422.5756187476, 310857.5848194497 2654429.775341882, 310809.9876418305 2654441.697814218, 310763.78826427524 2654458.228215828, 310719.43161204475 2654479.2073499095, 310677.34486394795 2654504.4331759326, 310637.93333837594 2654533.6627554023, 310601.5765898645 2654566.6145914905, 310568.6247537764 2654602.971340002, 310539.3951743065 2654642.3828655737, 310514.1693482836 2654684.469613671, 310493.19021420216 2654728.8262659013, 310476.6598125917 2654775.0256434567, 310464.73734025616 2654822.622821076, 310457.53761712165 2654871.159411919, 310455.1299804578 2654920.1679820837, 310457.53761712165 2654969.1765522487, 310464.73734025616 2655017.7131430916, 310476.6598125917 2655065.3103207108, 310493.19021420216 2655111.509698266, 310514.1693482836 2655155.8663504967, 310539.3951743065 2655197.9530985937, 310568.6247537764 2655237.3646241655, 310601.5765898645 2655273.721372677, 310637.93333837594 2655306.673208765, 310677.34486394795 2655335.902788235, 310719.43161204475 2655361.128614258, 310763.78826427524 2655382.1077483394, 310809.9876418305 2655398.6381499497, 310857.5848194497 2655410.5606222856, 310906.121410293 2655417.76034542, 310955.1299804578 2655420.1679820837, 311004.13855062256 2655417.76034542, 311052.67514146585 2655410.5606222856, 311100.272319085 2655398.6381499497, 311146.4716966403 2655382.1077483394, 311190.8283488708 2655361.128614258, 311232.9150969676 2655335.902788235, 311272.3266225396 2655306.673208765, 311308.68337105104 2655273.721372677, 311341.63520713913 2655237.3646241655, 311370.864786609 2655197.9530985937, 311396.09061263193 2655155.8663504967, 311417.0697467134 2655111.509698266, 311433.60014832387 2655065.3103207108, 311445.5226206594 2655017.7131430916, 311452.7223437939 2654969.1765522487, 311455.1299804578 2654920.1679820837))",13.655917221755475,22.969474967607667,MEDIUM,Low
3079,花蓮縣花蓮市,民意里,府前路27號,121.6199,23.9987,花蓮高工,民意、民孝、民心、民享、民樂、民運、民政、民德、民立、民勤等里,310,"水災,震災,土石流,海嘯",周婉茹,03-8226108,是,否,否,310,花蓮高工,府前路27號,高風險,1000.0,500-1000m,中風險,121.6199,23.9987,POINT (121.6199 23.9987),POINT (313071.08040576056 2655017.925778016),SH3079,花蓮高工,"POLYGON ((313571.0804059317 2655017.925697832, 313568.6727692678 2654968.917127667, 313561.4730461333 2654920.380536824, 313549.5505737978 2654872.783359205, 313533.0201721873 2654826.5839816495, 313512.04103810585 2654782.227329419, 313486.81521208293 2654740.140581322, 313457.58563261305 2654700.72905575, 313424.63379652495 2654664.3723072386, 313388.2770480135 2654631.4204711504, 313348.8655224415 2654602.190891681, 313306.7787743447 2654576.9650656576, 313262.4221221142 2654555.985931576, 313216.22274455894 2654539.455529966, 313168.62556693977 2654527.53305763, 313120.0889760965 2654520.333334496, 313071.0804059317 2654517.925697832, 313022.0718357669 2654520.333334496, 312973.5352449236 2654527.53305763, 312925.93806730444 2654539.455529966, 312879.73868974915 2654555.985931576, 312835.38203751866 2654576.9650656576, 312793.29528942186 2654602.190891681, 312753.88376384985 2654631.4204711504, 312717.5270153384 2654664.3723072386, 312684.5751792503 2654700.72905575, 312655.34559978044 2654740.140581322, 312630.1197737575 2654782.227329419, 312609.1406396761 2654826.5839816495, 312592.6102380656 2654872.783359205, 312580.6877657301 2654920.380536824, 312573.48804259556 2654968.917127667, 312571.0804059317 2655017.925697832, 312573.48804259556 2655066.934267997, 312580.6877657301 2655115.47085884, 312592.6102380656 2655163.068036459, 312609.1406396761 2655209.2674140143, 312630.1197737575 2655253.624066245, 312655.34559978044 2655295.710814342, 312684.5751792503 2655335.1223399136, 312717.5270153384 2655371.479088425, 312753.88376384985 2655404.4309245134, 312793.29528942186 2655433.660503983, 312835.38203751866 2655458.886330006, 312879.73868974915 2655479.8654640876, 312925.93806730444 2655496.395865698, 312973.5352449236 2655508.3183380337, 313022.0718357669 2655515.518061168, 313071.0804059317 2655517.925697832, 313120.0889760965 2655515.518061168, 313168.62556693977 2655508.3183380337, 313216.22274455894 2655496.395865698, 313262.4221221142 2655479.8654640876, 313306.7787743447 2655458.886330006, 313348.8655224415 2655433.660503983, 313388.2770480135 2655404.4309245134, 313424.63379652495 2655371.479088425, 313457.58563261305 2655335.1223399136, 313486.81521208293 2655295.710814342, 313512.04103810585 2655253.624066245, 313533.0201721873 2655209.2674140143, 313549.5505737978 2655163.068036459, 313561.4730461333 2655115.47085884, 313568.6727692678 2655066.934267997, 313571.0804059317 2655017.925697832))",28.14468065085433,31.76095701884681,HIGH,Medium
3080,花蓮縣花蓮市,國興里,介仁街67號,121.5734,23.9997,慈濟大學人文社會學院,國興、國福、國慶等里,316,"水災,震災,土石流,海嘯",林憲國,03-8572677,是,否,是,316,慈濟大學人文社會學院,介仁街67號,高風險,500.0,<=500m,高風險,121.5734,23.9997,POINT (121.5734 23.9997),POINT (308339.4247327425 2655108.637653843),SH3080,慈濟大學人文社會學院,"POLYGON ((308839.4247329008 2655108.6375736566, 308837.01709623693 2655059.6290034917, 308829.8173731024 2655011.0924126487, 308817.8949007669 2654963.4952350296, 308801.3644991564 2654917.295857474, 308780.38536507497 2654872.9392052437, 308755.15953905205 2654830.8524571466, 308725.92995958216 2654791.440931575, 308692.9781234941 2654755.0841830634, 308656.62137498264 2654722.132346975, 308617.20984941063 2654692.9027675055, 308575.12310131383 2654667.6769414824, 308530.76644908334 2654646.697807401, 308484.56707152806 2654630.1674057906, 308436.9698939089 2654618.244933455, 308388.4333030656 2654611.0452103205, 308339.4247329008 2654608.6375736566, 308290.416162736 2654611.0452103205, 308241.8795718927 2654618.244933455, 308194.28239427356 2654630.1674057906, 308148.0830167183 2654646.697807401, 308103.7263644878 2654667.6769414824, 308061.639616391 2654692.9027675055, 308022.228090819 2654722.132346975, 307985.87134230754 2654755.0841830634, 307952.91950621945 2654791.440931575, 307923.68992674956 2654830.8524571466, 307898.46410072665 2654872.9392052437, 307877.4849666452 2654917.295857474, 307860.9545650347 2654963.4952350296, 307849.0320926992 2655011.0924126487, 307841.8323695647 2655059.6290034917, 307839.4247329008 2655108.6375736566, 307841.8323695647 2655157.6461438215, 307849.0320926992 2655206.1827346645, 307860.9545650347 2655253.7799122836, 307877.4849666452 2655299.979289839, 307898.46410072665 2655344.3359420695, 307923.68992674956 2655386.4226901666, 307952.91950621945 2655425.8342157383, 307985.87134230754 2655462.19096425, 308022.228090819 2655495.142800338, 308061.639616391 2655524.3723798078, 308103.7263644878 2655549.598205831, 308148.0830167183 2655570.5773399123, 308194.28239427356 2655587.1077415226, 308241.8795718927 2655599.0302138585, 308290.416162736 2655606.2299369927, 308339.4247329008 2655608.6375736566, 308388.4333030656 2655606.2299369927, 308436.9698939089 2655599.0302138585, 308484.56707152806 2655587.1077415226, 308530.76644908334 2655570.5773399123, 308575.12310131383 2655549.598205831, 308617.20984941063 2655524.3723798078, 308656.62137498264 2655495.142800338, 308692.9781234941 2655462.19096425, 308725.92995958216 2655425.8342157383, 308755.15953905205 2655386.4226901666, 308780.38536507497 2655344.3359420695, 308801.3644991564 2655299.979289839, 308817.8949007669 2655253.7799122836, 308829.8173731024 2655206.1827346645, 308837.01709623693 2655157.6461438215, 308839.4247329008 2655108.6375736566))",43.06624617688624,16.9444415662068,LOW,High
3085,花蓮縣花蓮市,國慶里,中山路1段200號,121.5916,24.0004,私立四維高級中學,國興、國福、國慶等里,500,"水災,震災,土石流,海嘯",許素卿,03-8561455,是,否,否,500,私立四維高級中學,中山路1段200號,中風險,1000.0,500-1000m,中風險,121.5916,24.0004,POINT (121.5916 24.0004),POINT (310190.8650312955 2655193.8208642458),SH3085,私立四維高級中學,"POLYGON ((310690.86503145884 2655193.820784057, 310688.45739479497 2655144.812213892, 310681.25767166045 2655096.275623049, 310669.33519932494 2655048.67844543, 310652.80479771446 2655002.4790678746, 310631.825663633 2654958.122415644, 310606.5998376101 2654916.035667547, 310577.3702581402 2654876.6241419753, 310544.4184220521 2654840.2673934638, 310508.0616735407 2654807.3155573756, 310468.65014796867 2654778.085977906, 310426.56339987187 2654752.8601518827, 310382.2067476414 2654731.8810178014, 310336.0073700861 2654715.350616191, 310288.4101924669 2654703.428143855, 310239.87360162364 2654696.228420721, 310190.86503145884 2654693.820784057, 310141.85646129405 2654696.228420721, 310093.31987045077 2654703.428143855, 310045.7226928316 2654715.350616191, 309999.5233152763 2654731.8810178014, 309955.1666630458 2654752.8601518827, 309913.079914949 2654778.085977906, 309873.668389377 2654807.3155573756, 309837.3116408656 2654840.2673934638, 309804.3598047775 2654876.6241419753, 309775.1302253076 2654916.035667547, 309749.9043992847 2654958.122415644, 309728.92526520323 2655002.4790678746, 309712.39486359275 2655048.67844543, 309700.47239125724 2655096.275623049, 309693.2726681227 2655144.812213892, 309690.86503145884 2655193.820784057, 309693.2726681227 2655242.829354222, 309700.47239125724 2655291.365945065, 309712.39486359275 2655338.963122684, 309728.92526520323 2655385.1625002394, 309749.9043992847 2655429.51915247, 309775.1302253076 2655471.605900567, 309804.3598047775 2655511.0174261387, 309837.3116408656 2655547.3741746503, 309873.668389377 2655580.3260107385, 309913.079914949 2655609.555590208, 309955.1666630458 2655634.7814162313, 309999.5233152763 2655655.7605503127, 310045.7226928316 2655672.290951923, 310093.31987045077 2655684.213424259, 310141.85646129405 2655691.413147393, 310190.86503145884 2655693.820784057, 310239.87360162364 2655691.413147393, 310288.4101924669 2655684.213424259, 310336.0073700861 2655672.290951923, 310382.2067476414 2655655.7605503127, 310426.56339987187 2655634.7814162313, 310468.65014796867 2655609.555590208, 310508.0616735407 2655580.3260107385, 310544.4184220521 2655547.3741746503, 310577.3702581402 2655511.0174261387, 310606.5998376101 2655471.605900567, 310631.825663633 2655429.51915247, 310652.80479771446 2655385.1625002394, 310669.33519932494 2655338.963122684, 310681.25767166045 2655291.365945065, 310688.45739479497 2655242.829354222, 310690.86503145884 2655193.820784057))",19.46583715395163,7.014067744150526,LOW,Medium
3093,花蓮縣花蓮市,民意里,府前路29號,121.6182,24.0017,行政院國軍退除役官兵輔導委員會花,花蓮縣,10,"水災,震災,土石流,海嘯",陳國榮,03-8223111,是,否,否,10,行政院國軍退除役官兵輔導委員會花,府前路29號,高風險,1000.0,500-1000m,中風險,121.6182,24.0017,POINT (121.6182 24.0017),POINT (312896.65296617476 2655349.4201309555),SH3093,行政院國軍退除役官兵輔導委員會花,"POLYGON ((313396.6529663455 2655349.4200507635, 313394.2453296816 2655300.4114805986, 313387.0456065471 2655251.8748897556, 313375.1231342116 2655204.2777121365, 313358.5927326011 2655158.078334581, 313337.61359851965 2655113.7216823506, 313312.38777249673 2655071.6349342535, 313283.15819302684 2655032.223408682, 313250.20635693875 2654995.8666601703, 313213.8496084273 2654962.914824082, 313174.4380828553 2654933.6852446124, 313132.3513347585 2654908.4594185892, 313087.994682528 2654887.480284508, 313041.79530497274 2654870.9498828975, 312994.19812735356 2654859.0274105617, 312945.6615365103 2654851.8276874274, 312896.6529663455 2654849.4200507635, 312847.6443961807 2654851.8276874274, 312799.1078053374 2654859.0274105617, 312751.51062771823 2654870.9498828975, 312705.31125016295 2654887.480284508, 312660.95459793246 2654908.4594185892, 312618.86784983566 2654933.6852446124, 312579.45632426365 2654962.914824082, 312543.0995757522 2654995.8666601703, 312510.1477396641 2655032.223408682, 312480.91816019424 2655071.6349342535, 312455.6923341713 2655113.7216823506, 312434.7132000899 2655158.078334581, 312418.1827984794 2655204.2777121365, 312406.2603261439 2655251.8748897556, 312399.06060300936 2655300.4114805986, 312396.6529663455 2655349.4200507635, 312399.06060300936 2655398.4286209284, 312406.2603261439 2655446.9652117714, 312418.1827984794 2655494.5623893905, 312434.7132000899 2655540.761766946, 312455.6923341713 2655585.1184191764, 312480.91816019424 2655627.2051672735, 312510.1477396641 2655666.6166928452, 312543.0995757522 2655702.973441357, 312579.45632426365 2655735.925277445, 312618.86784983566 2655765.1548569147, 312660.95459793246 2655790.380682938, 312705.31125016295 2655811.359817019, 312751.51062771823 2655827.8902186295, 312799.1078053374 2655839.8126909654, 312847.6443961807 2655847.0124140996, 312896.6529663455 2655849.4200507635, 312945.6615365103 2655847.0124140996, 312994.19812735356 2655839.8126909654, 313041.79530497274 2655827.8902186295, 313087.994682528 2655811.359817019, 313132.3513347585 2655790.380682938, 313174.4380828553 2655765.1548569147, 313213.8496084273 2655735.925277445, 313250.20635693875 2655702.973441357, 313283.15819302684 2655666.6166928452, 313312.38777249673 2655627.2051672735, 313337.61359851965 2655585.1184191764, 313358.5927326011 2655540.761766946, 313375.1231342116 2655494.5623893905, 313387.0456065471 2655446.9652117714, 313394.2453296816 2655398.4286209284, 313396.6529663455 2655349.4200507635))",20.665541373429186,31.14001068805605,HIGH,Medium
3094,花蓮縣花蓮市,民孝里,林園一街16號,121.631,24.0022,民孝社區活動中心,民孝、民享、民心等里,54,"水災,震災,土石流",黃石貴,03-8223273,是,否,是,54,民孝社區活動中心,林園一街16號,高風險,500.0,<=500m,高風險,121.631,24.002199999999995,POINT (121.631 24.0022),POINT (314198.7323954558 2655410.5710758623),SH3094,民孝社區活動中心,"POLYGON ((314698.7323956301 2655410.5709956684, 314696.3247589662 2655361.5624255035, 314689.1250358317 2655313.0258346605, 314677.2025634962 2655265.4286570414, 314660.6721618857 2655219.229279486, 314639.69302780426 2655174.8726272555, 314614.46720178134 2655132.7858791584, 314585.23762231146 2655093.3743535867, 314552.28578622336 2655057.017605075, 314515.92903771193 2655024.065768987, 314476.5175121399 2654994.8361895173, 314434.4307640431 2654969.610363494, 314390.07411181263 2654948.6312294127, 314343.87473425735 2654932.1008278024, 314296.2775566382 2654920.1783554666, 314247.7409657949 2654912.9786323323, 314198.7323956301 2654910.5709956684, 314149.7238254653 2654912.9786323323, 314101.187234622 2654920.1783554666, 314053.59005700285 2654932.1008278024, 314007.39067944756 2654948.6312294127, 313963.0340272171 2654969.610363494, 313920.9472791203 2654994.8361895173, 313881.53575354826 2655024.065768987, 313845.1790050368 2655057.017605075, 313812.22716894874 2655093.3743535867, 313782.99758947885 2655132.7858791584, 313757.77176345594 2655174.8726272555, 313736.7926293745 2655219.229279486, 313720.262227764 2655265.4286570414, 313708.3397554285 2655313.0258346605, 313701.140032294 2655361.5624255035, 313698.7323956301 2655410.5709956684, 313701.140032294 2655459.5795658333, 313708.3397554285 2655508.1161566763, 313720.262227764 2655555.7133342954, 313736.7926293745 2655601.912711851, 313757.77176345594 2655646.2693640813, 313782.99758947885 2655688.3561121784, 313812.22716894874 2655727.76763775, 313845.1790050368 2655764.1243862617, 313881.53575354826 2655797.07622235, 313920.9472791203 2655826.3058018195, 313963.0340272171 2655851.5316278427, 314007.39067944756 2655872.510761924, 314053.59005700285 2655889.0411635344, 314101.187234622 2655900.9636358703, 314149.7238254653 2655908.1633590045, 314198.7323956301 2655910.5709956684, 314247.7409657949 2655908.1633590045, 314296.2775566382 2655900.9636358703, 314343.87473425735 2655889.0411635344, 314390.07411181263 2655872.510761924, 314434.4307640431 2655851.5316278427, 314476.5175121399 2655826.3058018195, 314515.92903771193 2655797.07622235, 314552.28578622336 2655764.1243862617, 314585.23762231146 2655727.76763775, 314614.46720178134 2655688.3561121784, 314639.69302780426 2655646.2693640813, 314660.6721618857 2655601.912711851, 314677.2025634962 2655555.7133342954, 314689.1250358317 2655508.1161566763, 314696.3247589662 2655459.5795658333, 314698.7323956301 2655410.5709956684))",15.054856837876637,23.29631629983561,MEDIUM,High
3095,花蓮縣新城鄉,嘉新村,嘉南路2巷13號,121.6142,24.0035,衛生福利部東區老人之家養護院區,嘉新村,180,"水災,震災,土石流,海嘯",范家榮,03-8222831,是,否,是,180,衛生福利部東區老人之家養護院區,嘉南路2巷13號,高風險,500.0,<=500m,高風險,121.6142,24.003499999999995,POINT (121.6142 24.0035),POINT (312488.8067275179 2655546.9923306913),SH3095,衛生福利部東區老人之家養護院區,"POLYGON ((312988.8067276875 2655546.9922504937, 312986.3990910236 2655497.983680329, 312979.1993678891 2655449.447089486, 312967.2768955536 2655401.8499118667, 312950.7464939431 2655355.6505343113, 312929.76735986164 2655311.293882081, 312904.5415338387 2655269.2071339837, 312875.31195436884 2655229.795608412, 312842.36011828075 2655193.4388599005, 312806.0033697693 2655160.4870238123, 312766.5918441973 2655131.2574443426, 312724.5050961005 2655106.0316183195, 312680.14844387 2655085.052484238, 312633.94906631473 2655068.5220826278, 312586.35188869556 2655056.599610292, 312537.81529785227 2655049.3998871576, 312488.8067276875 2655046.9922504937, 312439.7981575227 2655049.3998871576, 312391.2615666794 2655056.599610292, 312343.6643890602 2655068.5220826278, 312297.46501150494 2655085.052484238, 312253.10835927445 2655106.0316183195, 312211.02161117765 2655131.2574443426, 312171.61008560564 2655160.4870238123, 312135.2533370942 2655193.4388599005, 312102.3015010061 2655229.795608412, 312073.07192153623 2655269.2071339837, 312047.8460955133 2655311.293882081, 312026.86696143186 2655355.6505343113, 312010.3365598214 2655401.8499118667, 311998.4140874859 2655449.447089486, 311991.21436435136 2655497.983680329, 311988.8067276875 2655546.9922504937, 311991.21436435136 2655596.0008206586, 311998.4140874859 2655644.5374115016, 312010.3365598214 2655692.1345891207, 312026.86696143186 2655738.333966676, 312047.8460955133 2655782.6906189066, 312073.07192153623 2655824.7773670037, 312102.3015010061 2655864.1888925754, 312135.2533370942 2655900.545641087, 312171.61008560564 2655933.497477175, 312211.02161117765 2655962.727056645, 312253.10835927445 2655987.952882668, 312297.46501150494 2656008.9320167494, 312343.6643890602 2656025.4624183597, 312391.2615666794 2656037.3848906956, 312439.7981575227 2656044.58461383, 312488.8067276875 2656046.9922504937, 312537.81529785227 2656044.58461383, 312586.35188869556 2656037.3848906956, 312633.94906631473 2656025.4624183597, 312680.14844387 2656008.9320167494, 312724.5050961005 2655987.952882668, 312766.5918441973 2655962.727056645, 312806.0033697693 2655933.497477175, 312842.36011828075 2655900.545641087, 312875.31195436884 2655864.1888925754, 312904.5415338387 2655824.7773670037, 312929.76735986164 2655782.6906189066, 312950.7464939431 2655738.333966676, 312967.2768955536 2655692.1345891207, 312979.1993678891 2655644.5374115016, 312986.3990910236 2655596.0008206586, 312988.8067276875 2655546.9922504937))",12.588865142924185,28.21914984327553,MEDIUM,High
3096,花蓮縣秀林鄉,水源村,107號,121.554,24.0038,水源收容所,水源村,60,"水災,土石流",胡智偉,03-8567603,是,否,是,60,水源收容所,107號,極高風險,500.0,<=500m,高風險,121.55400000000002,24.003799999999995,POINT (121.554 24.0038),POINT (306363.7827762924 2655554.8165071593),SH3096,水源收容所,"POLYGON ((306863.78277644544 2655554.8164269617, 306861.37513978156 2655505.807856797, 306854.17541664705 2655457.271265954, 306842.25294431153 2655409.6740883347, 306825.72254270106 2655363.4747107793, 306804.7434086196 2655319.118058549, 306779.5175825967 2655277.0313104517, 306750.2880031268 2655237.61978488, 306717.3361670387 2655201.2630363684, 306680.9794185273 2655168.31120028, 306641.56789295527 2655139.0816208106, 306599.48114485847 2655113.8557947874, 306555.124492628 2655092.876660706, 306508.9251150727 2655076.3462590957, 306461.3279374535 2655064.42378676, 306412.79134661023 2655057.2240636256, 306363.78277644544 2655054.8164269617, 306314.77420628065 2655057.2240636256, 306266.23761543736 2655064.42378676, 306218.6404378182 2655076.3462590957, 306172.4410602629 2655092.876660706, 306128.0844080324 2655113.8557947874, 306085.9976599356 2655139.0816208106, 306046.5861343636 2655168.31120028, 306010.2293858522 2655201.2630363684, 305977.2775497641 2655237.61978488, 305948.0479702942 2655277.0313104517, 305922.8221442713 2655319.118058549, 305901.8430101898 2655363.4747107793, 305885.31260857935 2655409.6740883347, 305873.39013624383 2655457.271265954, 305866.1904131093 2655505.807856797, 305863.78277644544 2655554.8164269617, 305866.1904131093 2655603.8249971266, 305873.39013624383 2655652.3615879696, 305885.31260857935 2655699.9587655887, 305901.8430101898 2655746.158143144, 305922.8221442713 2655790.5147953746, 305948.0479702942 2655832.6015434717, 305977.2775497641 2655872.0130690434, 306010.2293858522 2655908.369817555, 306046.5861343636 2655941.321653643, 306085.9976599356 2655970.551233113, 306128.0844080324 2655995.777059136, 306172.4410602629 2656016.7561932174, 306218.6404378182 2656033.2865948277, 306266.23761543736 2656045.2090671635, 306314.77420628065 2656052.408790298, 306363.78277644544 2656054.8164269617, 306412.79134661023 2656052.408790298, 306461.3279374535 2656045.2090671635, 306508.9251150727 2656033.2865948277, 306555.124492628 2656016.7561932174, 306599.48114485847 2655995.777059136, 306641.56789295527 2655970.551233113, 306680.9794185273 2655941.321653643, 306717.3361670387 2655908.369817555, 306750.2880031268 2655872.0130690434, 306779.5175825967 2655832.6015434717, 306804.7434086196 2655790.5147953746, 306825.72254270106 2655746.158143144, 306842.25294431153 2655699.9587655887, 306854.17541664705 2655652.3615879696, 306861.37513978156 2655603.8249971266, 306863.78277644544 2655554.8164269617))",97.91446930437672,38.96900219342221,HIGH,High
3097,花蓮縣花蓮市,民意里,民光483-1號,121.6168,24.0039,大陳二村活動中心,民意里,63,"水災,土石流,海嘯",何芳玲,03-8241064,是,否,是,63,大陳二村活動中心,民光483-1號,中風險,1000.0,500-1000m,中風險,121.6168,24.0039,POINT (121.6168 24.0039),POINT (312753.14400525636 2655592.4489772734),SH3097,大陳二村活動中心,"POLYGON ((313253.1440054266 2655592.448897075, 313250.73636876274 2655543.44032691, 313243.5366456282 2655494.903736067, 313231.6141732927 2655447.306558448, 313215.0837716822 2655401.1071808925, 313194.1046376008 2655356.750528662, 313168.87881157786 2655314.663780565, 313139.649232108 2655275.252254993, 313106.6973960199 2655238.8955064816, 313070.34064750845 2655205.9436703934, 313030.92912193644 2655176.714090924, 312988.84237383964 2655151.4882649006, 312944.48572160915 2655130.5091308192, 312898.28634405386 2655113.978729209, 312850.6891664347 2655102.056256873, 312802.1525755914 2655094.856533739, 312753.1440054266 2655092.448897075, 312704.1354352618 2655094.856533739, 312655.59884441854 2655102.056256873, 312608.00166679936 2655113.978729209, 312561.8022892441 2655130.5091308192, 312517.4456370136 2655151.4882649006, 312475.3588889168 2655176.714090924, 312435.9473633448 2655205.9436703934, 312399.59061483335 2655238.8955064816, 312366.63877874525 2655275.252254993, 312337.40919927537 2655314.663780565, 312312.18337325245 2655356.750528662, 312291.204239171 2655401.1071808925, 312274.6738375605 2655447.306558448, 312262.751365225 2655494.903736067, 312255.5516420905 2655543.44032691, 312253.1440054266 2655592.448897075, 312255.5516420905 2655641.45746724, 312262.751365225 2655689.994058083, 312274.6738375605 2655737.591235702, 312291.204239171 2655783.7906132573, 312312.18337325245 2655828.147265488, 312337.40919927537 2655870.234013585, 312366.63877874525 2655909.6455391566, 312399.59061483335 2655946.002287668, 312435.9473633448 2655978.9541237564, 312475.3588889168 2656008.183703226, 312517.4456370136 2656033.409529249, 312561.8022892441 2656054.3886633306, 312608.00166679936 2656070.919064941, 312655.59884441854 2656082.8415372767, 312704.1354352618 2656090.041260411, 312753.1440054266 2656092.448897075, 312802.1525755914 2656090.041260411, 312850.6891664347 2656082.8415372767, 312898.28634405386 2656070.919064941, 312944.48572160915 2656054.3886633306, 312988.84237383964 2656033.409529249, 313030.92912193644 2656008.183703226, 313070.34064750845 2655978.9541237564, 313106.6973960199 2655946.002287668, 313139.649232108 2655909.6455391566, 313168.87881157786 2655870.234013585, 313194.1046376008 2655828.147265488, 313215.0837716822 2655783.7906132573, 313231.6141732927 2655737.591235702, 313243.5366456282 2655689.994058083, 313250.73636876274 2655641.45746724, 313253.1440054266 2655592.448897075))",15.679923638792484,22.579067477439054,MEDIUM,Medium
3098,花蓮縣花蓮市,國慶里,達固湖灣大路23號,121.582,24.004,花蓮縣立體育場,花蓮市各里,527,"水災,土石流",林維聖,03-858068615,是,否,否,527,花蓮縣立體育場,達固湖灣大路23號,高風險,500.0,<=500m,高風險,121.582,24.003999999999994,POINT (121.582 24.004),POINT (309212.46670970967 2655588.455561539),SH3098,花蓮縣立體育場,"POLYGON ((309712.4667098704 2655588.455481341, 309710.0590732065 2655539.446911176, 309702.859350072 2655490.910320333, 309690.9368777365 2655443.313142714, 309674.406476126 2655397.1137651587, 309653.42734204454 2655352.757112928, 309628.2015160216 2655310.670364831, 309598.97193655174 2655271.2588392594, 309566.02010046365 2655234.902090748, 309529.6633519522 2655201.9502546596, 309490.2518263802 2655172.72067519, 309448.1650782834 2655147.494849167, 309403.8084260529 2655126.5157150854, 309357.60904849763 2655109.985313475, 309310.01187087846 2655098.0628411393, 309261.47528003517 2655090.863118005, 309212.4667098704 2655088.455481341, 309163.4581397056 2655090.863118005, 309114.9215488623 2655098.0628411393, 309067.3243712431 2655109.985313475, 309021.12499368784 2655126.5157150854, 308976.76834145735 2655147.494849167, 308934.68159336055 2655172.72067519, 308895.27006778854 2655201.9502546596, 308858.9133192771 2655234.902090748, 308825.961483189 2655271.2588392594, 308796.73190371913 2655310.670364831, 308771.5060776962 2655352.757112928, 308750.52694361476 2655397.1137651587, 308733.9965420043 2655443.313142714, 308722.0740696688 2655490.910320333, 308714.87434653426 2655539.446911176, 308712.4667098704 2655588.455481341, 308714.87434653426 2655637.464051506, 308722.0740696688 2655686.000642349, 308733.9965420043 2655733.597819968, 308750.52694361476 2655779.7971975235, 308771.5060776962 2655824.153849754, 308796.73190371913 2655866.240597851, 308825.961483189 2655905.652123423, 308858.9133192771 2655942.0088719344, 308895.27006778854 2655974.9607080226, 308934.68159336055 2656004.1902874922, 308976.76834145735 2656029.4161135154, 309021.12499368784 2656050.395247597, 309067.3243712431 2656066.925649207, 309114.9215488623 2656078.848121543, 309163.4581397056 2656086.047844677, 309212.4667098704 2656088.455481341, 309261.47528003517 2656086.047844677, 309310.01187087846 2656078.848121543, 309357.60904849763 2656066.925649207, 309403.8084260529 2656050.395247597, 309448.1650782834 2656029.4161135154, 309490.2518263802 2656004.1902874922, 309529.6633519522 2655974.9607080226, 309566.02010046365 2655942.0088719344, 309598.97193655174 2655905.652123423, 309628.2015160216 2655866.240597851, 309653.42734204454 2655824.153849754, 309674.406476126 2655779.7971975235, 309690.9368777365 2655733.597819968, 309702.859350072 2655686.000642349, 309710.0590732065 2655637.464051506, 309712.4667098704 2655588.455481341))",29.629400099117742,12.545815143878286,LOW,High
